ExchangeCode,ShortName
IBULHSGFIN,INHN29
HGS,HTMGLO
IBULHSGFIN,INHN30
IBULHSGFIN,INHN31
IBULHSGFIN,INHN25
IBULHSGFIN,INHN26
NIRMAN,NIRAGR
NETFINCO,NETFLI
DLF,DLFLIM
FTCPOF3YGR,FTCPO1
TECILCHEM,TECCHE
FTCPOF5YGR,FTCPO3
AXSENSEX,AXISEN
FTCPOF5YDV,FTCPO4
ADVANIHOTR,ADVHOT
WINSOME,WINYAR
IDBI,IDBI
NELCAST,NELLIM
V2RETAIL,VISRET
TARMAT,TARMAT
MANV30F,MIR100
CELESTIAL,CELLAB
SPARC,SUNADV
MEGASOFT,MEGLTD
REPL,RUDENT
S,SOUAS
ADSL,ALLDIG
EVERONN,EVESYS
IFBAGRO,IFBAGR
ALCHEM,ALCLIM
WSI,WSINDU
DECCANCE,DECCEM
VIPCLOTHNG,MAXWEL
ALPA,ALPALA
IFBIND,IFBIND
OMAXE,OMALIM
KOTAKGOLD,KOTGOL
BRIGHT-RE,BRIRE1
IVRCLAH,IVRPRI
USK,UDAINF
182D290923,THI23D
364D290324,TYC24D
ASIANTILES,ASIGRA
CENTRALBK,CENBAN
AKI,AKIIND
SGBSEP28VI,SGBT43
SAHYADRI,SAHYIN
KDDL,KAMDIA
IFCI,IFCI
KPRMILL,KPRMIL
SEPC-RE,SEPRE1
TAKE,TAKSOL
PURVA,PURPRO
SRIPIPES,SRIPIP
LAL,LORAPP
ISMTLTD,ISMT
MAHINDCIE,MAHCIE
MAGS813ETF,MIRNIF
RBA,BURKIN
NAGREEKCAP,NAGCAP
MOTILALOFS,MOTOSW
INDOWIND,INDWIN
MAGNUM,MAGVEN
XLENERGY,XLENE
CSBBANK,CSBBAN
ECEIND,ECEIND
KSCL,KAVSEE
PNB-RE,PNBRE1
POWERGRID,POWGRI
CENTUM,CENELE
KOUTONS,KOURET
CCCL,CONSCO
SOTAC,SOTPHA
INDAL,INDALU
ASCOM,ASCLEA
SUPREMEINF,SUPINF
MANGCHEFER,MANCHE
MAANALU,MANALU
91D130723,TQG23B
182D121023,THJ23B
SHIVAMILLS,SHIMIL
PSUBNKBEES,PSUBAN
BAJAJELEC,BAJELE
364D110424,TYD24B
INFINIUM,INFPHA
CERA,CERSAN
DELTACORP,DELCOR
ENERGYDEV,ENEDEV
MOS,MOSUTI
AVALON,AVATE
SABTN,SRIADH
KOTAKPSUBK,KOTPSB
JCTEL,JCTELE
BLAL,BEMLAN
RELIGARE,RELENT
MOGSEC,MOTGSC
BVCL,BARVAL
CUBEINVIT,CUBHIG
ASTERDM,ASTDM
RADIOCITY,MUSPRF
ADANIPORTS,ADAPOR
SILVERETF,UTISIL
INDGYPSUM,INDGYP
ANTFRIBEAR,ABCBEA
KGL,KARGLO
DUNCANSLTD,DUNCAN
91D200723,TQG23C
182D191023,THJ23C
EDELWEISS,EDEFIN
INDHOTEL,INDHOT
364D180424,TYD24C
KOLTEPATIL,KOLPAT
RGL,RENJEL
KAUSHALYA,KAUINF
PATTECH,PATFIT
COLPAL,COLPAL
JYOTHYLAB,JYOLAB
AGUL,AGUNI
INDIACEM,INDCEM
MADHAV,MADMAR
RHL,ROBHOT
KALYANIFRG,KALFOR
HITECHCORP,HITPLA
SDBL-RE1,SOMRE1
TRIL,TRAREC
ECLERX,ECLSER
KIRLPNU,KGKHOS
BRIGADE,BRIENT
BGRENERGY,BGRENE
STERLINBIO,STEBIO
GISO-RE,GIERE1
BURNPUR,BURCEM
MANAKSIA,MANLIM
ARIES,ARIAGR
IBUCCREDIT,INN12
PPAP,PPAAUT
INDIAGLYCO,INDGLY
IBUCCREDIT,INN13
DVL,DHUPET
IBUCCREDIT,INN14
PATINTLOG,PATINT
IBUCCREDIT,INN15
TELEDATAGL,TELDAT
UJJIVANSFB,UJJSMA
LICNFNHGP,LIC100
IBUCCREDIT,INN16
SKIL,SKIINF
AMBIKCO,AMBCOT
IBUCCREDIT,INN17
BIRLAMONEY,ADIMON
INDIALEASE,INDLEA
IBUCCREDIT,INN18
IBUCCREDIT,INN19
KAVVERITEL,KAVTEL
IBUCCREDIT,INN20
IBUCCREDIT,INN21
IBUCCREDIT,INN22
CEATLTD,CEAT
RPOWER,RELPOW
JKIL,JKUMAR
INDIANACRY,INDACR
CORDSCABLE,CORCAB
ONMOBILE,ONMGLO
KNRCON,KNRCON
QUICKTOUCH,QUITEC
HERCULES,HERHOI
VIRINCHI,VIRLIM
INDIANHUME,INDHUM
SUJANAUNI,SUJIND
BANG,BANOVE
SEPC,SHREPC
IRB,IRBINF
PIRGLASS,GUJGLA
QGOLDHALF,QUAGOL
NMDC,NATMIN
RAIN,RAIIND
SHALPAINTS,SHAPAI
SADHNANIQ,SADNIT
GSS,GSSINF
RECLTD,RURELE
NAHARCAP,NAHCAP
VGUARD,VGUARD
CHOLAFIN,CHON19
CHOLAFIN,CHON20
SOLEMS,SOLEMS
INDIAPHOTO,KODIND
CHOLAFIN,CHON21
CHOLAFIN,CHON22
CHOLAFIN,CHON23
CHOLAFIN,CHON24
PDMJEPAPER,PUDPAP
MANKIND,MAPHA
DHANI,IBSECU
RACE,ANIIMP
EIHAHOTELS,EIHASS
APCOTEXIND,APCLAT
NESCO,NESCO
ATAM,ATAVAL
TWL,TITWAG
DPSCLTD,DPSLIM
INDIASEC,INDSEC
SGBDC27VII,SGBT34
DENEERS,DENEER
RKEC,RKEPRO
HCG,HEAGLO
RVHL,RAVHEI
ABIRLANUVO,ADIBIR
91D100823,TQH23B
APOLLOHOSP,APOHOS
GMMPFAUDLR,GUJMAC
182D091123,THK23B
364D090524,TYE24B
GILLETTE,GILIND
91D170823,TQH23C
182D161123,THK23C
364D160524,TYE24C
TARC,ANARA
NXST,NEXSEL
COX&KINGS,CNKLIM
INDYESTUF,INDDYE
HINDWAREAP,SOMHOM
MILTON,MILIND
AUROIMPEX,AURIMP
GODHA-RE,GODRE1
INFY,INFTEC
INGERRAND,INGRAN
MGEL,MANGLO
PRINCEPIPE,PRIPIP
INSILCO,INSILC
GODHA,GODCAB
BHARATWIRE,BHAWIR
FAIRCHEMOR,FAIORG
KRISHCA,KRISTR
INTLTRAVHS,INTTRA
INVELTRANS,GKNDRI
TATAINVEST,TATINV
EBBETF0423,BHABO1
IOC,INDOIL
INFIBEAM,INFINC
EBBETF0430,BHABO2
LINDEINDIA,LININ
BECTORFOOD,MRSBEC
PANACHE,PANDIG
APOLLOTYRE,APOTYR
IONEXCHANG,IONEXC
IPCALAB,IPCLAB
IPCL,IPCL
TATASTLLP,TATSPO
MMP,MMPIND
VCL,VAXCOT
ISPATPROF,ISPPRO
ISSAL,INDSE
VAISHALI,VAIPHA
ANDHRAPAP,INTPAP
ITC,ITC
ATFL,AGRTE
KIRIINDUS,KIRIDY
CHI,CHIINV
ANIKINDS,ANIIND
BAJAJ-AUTO,BAAUTO
BAJAJFINSV,BAFINS
DIGISPICE,SPIMOB
SURANACORP,SURCOR
PIRPHYTO,PIRPHY
GOKUL,GOKREF
UBL,UNIBR
ALMONDZ,ALMGLO
HGINFRA,HGINF
RPGLIFE,RPGLIF
SPICETELE,SPICOM
RBL,RANBRA
ITI,ITI
RANEENGINE,RANENG
MVL,MVLLIM
METKORE,METALL
RELBANK,RELBAN
ITWSIGNODE,ITWSIG
GET&D,ALSTD
ARCHIDPLY,ARCIN
LOTUSEYE,LOTEYE
QNIFTY,QUANIF
VINYLINDIA,VINCHE
KOKUYOCMLN,KOKCAM
BIRLACOT,BIRCOT
LGBFORGE,LBGFOR
OCTAV,OCTINV
EQUITAS,EQUHOL
LPDC,LANPRO
SICAGEN,SICIND
AUSTRAL,AUSCOK
JDORGOCHEM,JDORG
APPLECREDT,APPCRE
DPWIRES,DPWIR
TOUCHWOOD,TOUENT
ARTEMISMED,ARTMED
ZFCVINDIA,WABIND
20MICRONS,20MICR
JOCIL,JOCLIM
INDBANK,INDMER
ALKALI,ALKMET
TATAMTRDVR,TMLDVR
JIKIND,JIKIND
COUNCODOS,COUCON
SCAPDVR,SCLDVR
GISOLUTION,GIENGI
FELDVR,FUTENT
EDSERV,EDSERV
MAWANASUG,MAWSU
PATANJALI,RUCSOY
THYROCARE,THYTEC
SHARIABEES,SHAETF
HINDNATGLS,HINNAT
HARITASEAT,HARSEA
PALREDTEC,PALTEC
UJJIVAN,UJJFIN
JAYBARMARU,JAYMAR
CROMPTON,CROGR
SUMICHEM,SUMCH
SGBJ28VIII,SGBT35
PARAGMILK,PARMIL
ICICIM150,ICI150
JAYPEEHOT,JAYHOT
EQ30,EDEN30
MANXT50,MIRN50
SHRIPISTON,SHRPIS
JAYSREETEA,JAYTEA
ARROWTEX,ARRTEX
ALBERTDAVD,ALBDAV
JBCHEPHARM,JBCHEM
ARMANFIN,ARMFIN
ASPINWALL,ASPCOM
SETFGOLD,SBIGOL
BLS,BLSINT
NAGAFERT,NAGFER
AJMERA,AJMREA
IFL,INDFOI
MHRIL,MAHHOL
TELEDATAIT,TELTEC
SALONA,SALCOT
GKWLIMITED,GKW
VINATIORGA,VINORG
MYSOREBANK,STABM
EXCEL,EXCINF
ADANIPOWER,ADAPOW
SETF10GILT,SBIGSE
PREMEXPLN,PREEXP
NHPC,NHPC
JINDCOT,JINCOT
GLOBUSSPR,GLOSPI
OIL,OILIND
EUROMULTI,EURMUL
MAXVIL,MAXVEN
MMWL,MEDMAT
ICICINV20,ICIN20
CONTROLPR,CONPRI
UVSL,LLOSTE
EXPLEOSOL,SQSIND
INCREDIBLE,ADHIND
SETCO,SETAUT
RTNPOWER,RATPOW
MAHASTEEL,MAHSTE
JINDALIRON,JINIRO
MGL,MAHGAS
DAMODARIND,DAMTHR
AMRUTANJAN,AMRHEA
BIMETAL,BIMBEA
JINDALPOLY,JINPOL
BIRLATYRE,BIRTYR
KSE,KSE
ASALCBR,ASSALC
MARG,MARCON
MAHEPC,EPCIND
MOLDTECH,MOLTEK
COMPINFO,COMINF
ZYDUSWELL,ZYDWEL
SUNTECK,SUNRE
POKARNA,POKGRA
UNIVPHOTO,UNIPHO
SGBFEB28IX,SGBT36
ALOKINDS,ALOIND
GPTINFRA,GPTINF
VIJIFIN,VIJFIN
KEMROCK,KEMIND
LTGILTBEES,RELGIL
ICICIMCAP,ICIMID
QUESS,QUECOR
DIGJAMLMTD,DIGLIM
DEN,DENNET
ASTEC,ASTLIF
BAFNAPH,BAFPHA
SHILPAMED,SHIME
SARDAEN,SARENE
REFEX,REFIND
GROBTEA,GROTEA
RBN,RELMED
SOMICONVEY,SOMCON
LSIL,LLOST
LTIM,LTINFO
KANPRPLA,KANPLA
ARSHIYA,ARSLIM
AHLUCONT,AHLCON
GILLANDERS,GILARB
JKPHARMA,JKPHAR
DLINKINDIA,DLILIM
JSWENERGY,JSWENE
JKSYNTHETC,JKSYN
GODREJPROP,GODPRO
DBCORP,DBCORP
KWALITY,KWALIM
ABBOTINDIA,ABBIND
AMARJOTHI,AMASPI
AMLSTEEL,AMLSTE
GEEKAYWIRE,GEEWIR
BAYERCROP,BAYIND
BEARDSELL,BEALIM
HINDCOPPER,HINCOP
SUVENPHAR,SUVPH
INFODRIVE,INFDRI
JUPITER,JUPORG
MMTC,MINERA
NESTLEIND,NESIND
AWHCL,ANTWAS
SBICARD,SBICAR
RAJPALAYAM,RAJMIL
SARVESHWAR,SARFOO
TRF,TRF
UNITEDTEA,THEUNI
WHIRLPOOL,WHIIND
STAMPEDE,STACA
MBLINFRA,MBLINF
ADVENZYMES,ADVENZ
MINDTECK,MINLTD
KABRAEXTRU,KABEXT
INFINITE,INFCOM
KAJARIACER,KAJCER
DBL,DILBUI
JUBLFOOD,JUBFOO
ARENTERP,RAJIN
KOTAKNIFTY,KOTNIF
KAKATCEM,KAKCEM
VASCONEQ,VASENG
THANGAMAYL,THAJEW
DBREALTY,DBREAL
AQUA,AQULOG
KALPATPOWR,KALPOW
EMMBI,EMMIND
HATHWAY,HATCAB
GKB,GKBOPH
KARURKCP,KARKCP
BOSCHCHASY,KALBRA
PANCARBON,PANCAR
ARSSINFRA,ARSINF
ORIENTLTD,ORIPRE
TEXMOPIPES,TEXPIP
KECL,KIRLOS
MANINFRA,MANINF
DEEPENR,DEEIND
SPAL,SPAPP
UNITEDBNK,UNITBA
HNGSNGBEES,HANBEE
IVZINGOLD,INVGOL
LGBBROSLTD,LGBALA
BROADCAST,BROINI
GEINDSYS,GEIHAM
KANORICHEM,KANCH
PRADIP,PRAOVE
PERSISTENT,PERSYS
NDGL,NAGDHU
KARURVYSYA,KARVYS
RBLBANK,RBLBAN
TCPLPACK,TWEFIR
KCP,KCPLTD
ACROPETAL,ACRTEC
ENTEGRA,ENTLIM
PARAPRINT,PARPRI
SHRIASTER,SHRAST
ASIANHOTNR,ASIHOT
RMMIL,RESMIN
BIGBLOC,BIGCON
SUMMIT,KECINT
SGBMAR28X,SGBT37
POWERINDIA,ABBPOW
719GS2060,719D60
LGHL,LAXGOL
ISFT,INTSOF
SABEVENTS,SABEVE
TVVISION,TVVISI
CUPID,CUPRUB
KERALACHEM,NITGEL
716GS2050,716D50
MITTAL,MITLIF
LTTS,LTTEC
GNA,GNAAXL
KIRLOSBROS,KIRBRO
VALECHAENG,VALENG
HUSYSLTD,HUSCON
KESORAMIND,KESIND
KGDENIM,KGDENI
ICICIPRULI,ICIPRU
MARATHON,MARNEX
HPL,HPLELE
ARIHANTRED,ARITHR
MASKINVEST,MASINV
GRETEX,GREI
AURDIS,AURDIS
DRL,DHAREA
IDFNIFTYET,IDFNIF
CARYSIL,ACRIN
TALWALKARS,TALWAL
NITESHEST,NITEST
ENDURANCE,ENDTEC
TARAPUR,TARLIM
NIRAJISPAT,NIRISP
579GS2030,5.79E+32
KINETICMOT,KINHON
SGBAPR28I,SGBT38
VERTOZ,VERADV
MAZDA,MAZCON
SJVN,SJVLIM
KSL,KALSTE
JPINFRATEC,JAYINF
PNBHOUSING,PNBHOU
GUJNREDVR,GUJNPP
VBL,VARBEV
SUNDARAM,SUNMUL
RAINBOWPAP,RAIPAP
KINGFA,HYDSS
RIL-RE,RELRE1
RAJRATAN,RAJWIR
KAPSTON,KAPFAC
SGBMAY28,SGBT39
619GS2034,6.19E+36
522GS2025,522F25
UNIVASTU,UNIVIN
PIONDIST,PIODIS
STYRENIX,STYABS
CUMMINSIND,CUMIND
KIRLOSIND,KIROIL
SAMRUDDHI,SAMCEM
PODDARMENT,PODPIG
KIRLOSPNEU,KIRPNE
MANAPPURAM,MANAFI
AARVI,AARENC
SGBJUN28,SGBT40
ARVINDF-RE,ARVRE1
ITBEES,NIPNIT
SILLYMONKS,SILMON
ABFRL-RE,ADIRE1
ROLLT,ROLLAT
NBIFIN,NBIIND
KIOCL,KIOLIM
UMESLTD,USHMAR
CMICABLES,CMI
SFL,SHEFOA
KOPRAN,KOPRAN
TI,TILIND
SGBJAN29IX,SGBT46
HEADSUP,MANRET
HMVL,HINMED
KOTAKBANK,KOTMAH
TCIEXP,TCIEXP
WEALTH,WEAFIR
AARTISURF,AARSUR
LAURUSLABS,LAULAB
IMFA,INDMFA
BLISSGVS,BLIGVS
LIQUIDETF,DSPETF
DFMFOODS,DFMFOO
EMAMIREAL,EMAINF
USHERAGRO,USHAGR
MOM50,MOTM50
TERASOFT,TERSOF
ITDC,INDTOU
ARVIND,ARVLIM
HISARMETAL,HISMET
PROLIFE,PROIN
KREBSBIO,KREBIO
AHLWEST,ASIWES
SPCENET,SPAENT
SRTRANS-RE,SHRRE1
PVR-RE,PVRRE1
BODHTREE,BODCON
BOROLTD,BORLIM
ROSSARI,ROSBIO
REFEX-RE,REFRE1
EMPEESUG,EMPSUG
AHLEAST,ASIEAS
CAPTRUST,CAPTRU
KRONECOMM,ADCIND
KSB,KSBPUM
BHARATFIN,BHAFIN
IITL,INDINV
BAJAJCON,BAJCOR
HDFCMFGETF,HDFGOL
BHANDARI,BHAHOS
UGARSUGAR,UGASUG
BSE,BSE
PRAKASHSTL,PRAS
LAKHNNATNL,PANENE
PRICOLLTD,PRILI
TRENT,TRENT
KALYANI,KALCO
ICICIGOLD,ICIGOL
JITFINFRA,JITINF
LAKSHVILAS,LAKVIL
URJA-RE,URJRE1
GPPL,GUJPPL
LANESEDA,LANESE
ADFFOODS,ADFFOO
LAXMIMACH,LAKMAC
WELINV,WELINV
SREINFRA,SRE105
RADIOCITY,MUSBRO
MASFIN,MASFIN
DMART,AVESUP
ORISSAMINE,ORIMIN
LIBERTSHOE,LIBSHO
KILITCH,KILDRU
DEEPAKNTR,DEENIT
LICHSGFIN,LICHF
ASHCONIUL,DATIND
POCL,PONOXI
RANBAXY,RANLAB
PRITHVISOF,PRISOF
SOUISPAT,SOUISP
SRICHAMUND,CHASUG
SGBJAN29X,SGBT47
AHLADA,AHLENG
SREINFRA,SRE106
SASTASUNDR,MICFIN
INTENTECH,INTT
INFRABEES,INFBEE
EROSMEDIA,EROINT
CAREERP,CARPOI
TASTYBITE,TASBIT
UNIDT,UNIDRI
SREINFRA,SRE107
GREENPOWER,ORIGRE
LML,LML
RAMKY,RAINFR
GALLISPAT,GALISP
ARIHANTSUP,ARISUP
CANTABIL,CANRET
SREINFRA,SRE108
TECPRO,TECSYS
AKSHARCHEM,AUDIND
LUMAXIND,LUMIND
ASHOKA,ASHBUI
WABAG,VATWAB
BEDMUTHA,BEDIND
URJA,URJGLO
SREINFRA,SRE109
CLEDUCATE,CLEDU
JWL,COMENG
SREINFRA,SRE110
OBEROIRLTY,OBEREA
SREINFRA,SRE111
SREINFRA,SRE112
LYKALABS,LYKLAB
IRFC,INDR
GAL,GYSALL
ASHAPURMIN,ASHMIN
PRESTIGE,PREEST
M&M,MAHMAH
NRAIL,NRAGAR
SHANKARA,SHABUI
RESPONIND,RESIND
CGCL,CAPGLO
SREINFRA,SRE113
L&TFH-RE,LTFRE1
COALINDIA,COALIN
IOLCP,IOLCHE
ACL,ANDCEM
NACLIND,NAGAG
RAMCOCEM,RAMCEM
PODDARHOUS,PODHOU
APCL,ANJPO
INDIGOPNTS,INDPAI
CHENNPETRO,CHEPET
WIPL,WESIP
ASLIND,ASLIND
MKPL,MKPRO
AXISGOLD,AXIGOL
GRAVITA,GRAVIN
HOMEFIRST,HOMFIR
DOLLAR,DOLIN
MAFATLAIND,MAFIND
ASHIMASYN,ASHLIM
SUPERHOUSE,SUPLIM
PENIND,PENIND
JINDWORLD,JINWOR
SCHAND,SCHA
VTL,VARTEX
RPPINFRA,RPPINF
BHAGYANGR,BHALIM
JAMNAAUTO,JAMAUT
MAHINDUGIN,MAHUGI
SUMEETINDS,SUMIND
IRBINVIT,IRBINV
HUDCO,HUDCO
MOIL,MOILIM
MAHSCOOTER,MAHSCO
ZEELEARN,ZEELEA
PSPPROJECT,PSPPRO
MAHSEAMLES,MAHSEA
GANGOTRI,GANTEX
ASHKLEYFIN,ASHLF
KTIL,KESTER
A2ZINFRA,A2ZMAI
SPANCO,SPALTD
MANJUSHREE,MANEXT
JALAN,JALTRA
KIRLOSENG,KIRENG
MAJESAUTO,MAJAUT
RKDL,RAVKUM
VSCL,VADSPE
INDIGRID,INDGRI
PSB,PUNSIN
FMNL,FUTMAR
KBIL,KIRBIL
MANGLMCEM,MANCEM
STOVEKRAFT,STOKRA
SURANASOL,SURSOL
MANGTIMBER,MANTIM
STARCEMENT,STACEM
SPYL,SHEPOL
BFINVEST,BFINV
KICL,KALINV
MARALOVER,MAROVE
TEJASNET,TEJNET
ERIS,ERILIF
TARACHAND,TARCHA
CDSL,CDSL
MARDIASTL,MARSTE
GTPL,GTPHAT
ASHOKLEY,ASHLEY
ACCORD,ACCSYN
AUBANK,AUSMA
MASTEK,MASTEK
AXISNIFTY,AXINIF
ICICILOVOL,ICIN30
DALMIABHA,DALBHA
SUMMITSEC,SUMSEC
DYNPRO,DYNPRO
MDL,MARDEC
AGLSL,ARTGLO
BHAGYAPROP,BHAPRO
STEELXIND,STEEXC
SALASAR,SALTEC
PALASHSECU,PALSEC
MATHPLATT,MPICOR
MAGADSUGAR,MAGSUG
GANGESSECU,GANSEC
AVADHSUGAR,AVASUG
MFSL,MAXFIN
MOM100,MOT100
THEINVEST,FORFI
BDL,BHADYN
SPTL,SINPLA
OPTIEMUS,OPTINF
UTINEXT50,UTINI
STEL,SENTEA
SIS,SECINT
COCHINSHIP,COCSHI
JUBLINDS,JUBIND
SMSLIFE,SMSLIF
DEEPAK-RE,DEERE1
ABCAPITAL,ADICAP
APEX,APEFRO
RANKLIN,RANSOL
COROENGG,CORENG
PASHUPATI,PASCOT
HINDMOTORS,HINMOT
RAJMET,RAJME
BRNL,BHAROA
DIXON,DIXTEC
MANAV,MANAI
DCAL,DISCAR
LASA,LASSUP
CORAL-HUB,VIINFO
MATRIMONY,MATCOM
RHFL,RELHOM
CHOLAHLDNG,TUBINV
GAMMONIND,GAMIND
CAPACITE,CAPINF
METAZINC,MTZIND
BABAFOOD,SRIKR
AKG,AKGEXI
ICICIGI,ICILOM
METROCHEM,METIND
MPTODAY,MADPRA
SBILIFE,SBILIF
BOSCHLTD,BOSLIM
RMDRIP,RMDRI
CADSYS,CADIN
TEXRAIL,TEXRAI
SUNDARMHLD,SUNF
DIAMONDYD,PRASNA
INNOVATIVE,INNTYR
TIRUPATI,SHRTIR
GENCON,WELPOR
HFCL,HIMFUT
INDTERRAIN,INDTER
ACC,ACC
IEX,INDEN
SGBFEB29XI,SGBT48
MIRCELECTR,MIRELE
BIRET,BROIND
ERFLNCDI,ECLN90
ABFRLPP1,ADIPP1
ERFLNCDI,ECLN91
ERFLNCDI,ECLN92
M&MFIN-RE,MAHRE1
DHUNINV,DHUINV
EBBETF0431,BHABO4
SGBJUL28IV,SGBT41
EBBETF0425,BHABO3
GDL-RE,GATRE1
NDRAUTO,NDRAUT
WORTH,WORPER
TIRUPATIFL,TIRFOR
SPENCER-RE,SPERE1
577GS2030,577H30
MINDSPACE,MINBUS
TATASTLPP,TATP10
SATIN-RE,SATRE1
HDFC,HDFWA2
ICICIALPLV,ICIA30
MACPOWER,MACCNC
MCL,MADCOP
ICICITECH,ICIPIT
MAXHEALTH,MAXHEA
SGBAUG28V,SGBT42
MINDA-RE,MINRE1
LOVABLE,LOVLIN
TOTAL,TOTTRA
MAXIND,MAXI
HBANKETF,HDFBET
CKPPRODUCT,CKPPRO
68GS2060,680H60
UTIBANKETF,UTIBET
ERFLNCDI,ECLN93
EIH-RE,EIHRE1
ERFLNCDI,ECLN94
ERFLNCDI,ECLN95
PENINLAND,PENLAN
MOREPENLAB,MORLAB
PFS,PTCIND
MORGANSTAN,MORSTA
BANDHANBNK,BANBAN
MOTOGENFIN,MOTGEN
MON100,MOTNAS
IRISDOREME,IRICLO
MRF,MRFTYR
MRPL,MRPL
HLEGLAS,SWIGLA
MTNL,MTNL
HAL,HINAER
BESTAGRO,SAHCRE
MUNJALSHOW,MUNSHO
MURUDCERA,MURCER
HEIDELBERG,HEICEM
NCC,NAGCON
SMCGLOBAL,SMCGLO
URAVI,URAT
CPSEETF,CPSETF
JAYNECOIND,JAYNE
TCIDEVELOP,TCIDEV
NAHARSUGAR,NAHSUG
AAKASH,AAKEXP
NURECA,NURLIM
KBCGLOBAL,KARCON
NALCOCHEM,NALCHE
ASIANPAINT,ASIPAI
GIRIRAJ,GIRCIV
MUTHOOTFIN,MUTFIN
NARMDCHEMA,NARCHE
BSLGOLDETF,BSLGOL
SANGHVIFOR,SANFOR
NAVNETEDUL,NAVEDU
NELCO,NELCO
DRDATSONS,DATLAB
NEPCAGRO,NEPAGR
ESSARPORTS,ESSSHI
SANDHAR,SANTE
NEULANDLAB,NEULAB
PEL,PIRENT
PIIND,PIIND
SYMPHONY,SYMLIM
VADILALIND,VADIND
NILKAMAL,NILLIM
IVZINNIFTY,INVNIF
RELAXO,RELFOO
OMINFRAL,OMMETA
DQE,DQENTE
ESTER,ESTIND
NIPPONDENS,DENIND
VSTTILLERS,VSTTIL
RAILTEL,RAICOR
NIRLON,NIRLON
CONSUMBEES,RELCON
NIRMA,NIRMA
KARMAENG,KARENE
NKIND,NKIND
DELPHIFX,WEIFOR
ASHIANA,ASHHOU
DHANUKA,DHAAG
NOCIL,NOCIL
TELEMARINE,TELMAR
FILATEX,FILIND
MAITHANALL,MAIALL
CENTRUM,CENCAP
RUSHIL,RUSDEC
MIDHANI,MISDHA
OENCONNECT,FRACON
OILCOUNTUB,OILCOU
ONGC,ONGC
WELGLOB,WELGLO
BSLNIFTY,BIRNIF
BGLOBAL,BHAGLO
ADL,ARCDEC
ONWARDTEC,ONWTEC
HIRAFERRO,HIRFER
NEOCORP,NEOSAC
PANCHSHEEL,PANORG
SARTHAKIND,SARTHA
ORIENTBANK,ORIBAN
INVENTURE,INVGRO
ISEC,ICISEC
SILGO,SILRET
ELGIRUBCO,ELGRUB
ORIENTHOT,ORIHOT
L&TFH,LTFINA
ORIENTPPR,ORIPAP
WINDMACHIN,WINMAC
YAARI,INDWHO
ADANIENT,ADAENT
BODALCHEM,BODCHE
GAYAPROJ,GAYPRO
AFL-RE,ARVRE2
TREEHOUSE,TREHOU
ASAHISONG,ASASON
ASSAMFRONT,AFTIND
BCLIND,BHACH
BROOKS,BROLAB
OSWALAGRO,OSWAGR
TDPOWERSYS,TDPSYS
CIMMCO,CIMLIM
ARCOTECH,ARCLTD
TECHIN,TECNIR
OTIS,OTIELE
OUDHSUG,OUDSUG
CONTI,CONSEE
APLLTD,ALEPHA
VASWANI,VASIND
PGHH,PROGAM
PGEL,PGELEC
PANAMAPET,PANPET
SETUINFRA,PRACON
PAISALO,SEINVE
PADMINPOLY,PADPOL
TIJARIA,TIJPOL
ONELIFECAP,ONECAP
NIRAJ,NICEME
TAKSHEEL,TAKSHE
FLEXITUFF,FLEINT
UJAAS,UJAENE
IIFLNIFTY,IIFNIF
SHAKTIPUMP,SHAPUM
TRITURBINE,TRITUR
INDOTHAI,INDTHA
HUHTAMAKI,HUHPPL
ESSARSHPNG,ESSSH
IDBIGOLD,IDBGOL
JISLDVREQS,JISDVR
DSSL,DYNSYS
POLYMED,POLMED
RUPA,RUPACO
PARRYAGRO,PARAGR
VIKASECO,VIKECO
APLAPOLLO,APLAPO
KANANIIND,KANAIN
ALPINEHOU,ALPHOU
PATSPINLTD,PATIND
VTMLTD,VTMLTD
MINDACORP,MINCOR
DALMIAREF,DALREF
3PLAND,PUDAGR
AMJLAND,PUDPUL
PARTYCRUS,PARCRU
ATLASCOPCO,ATLCOP
LEMONTREE,LEMTRE
PEARLGLOBL,PEAGLO
PEARLPOLY,PEAPOL
HERANBA,HERIND
SEAMECLTD,SEALIM
KOTAKIT,KOTEIT
ATUL,ATUL
PAVNAIND,PAVIND
DIVOPPBEES,RELDIV
PFIZER,PFIZER
DRCSYSTEMS,DRCSYS
PCBL,PHICAR
PHILIPS,PHIIND
PHOENIXLL,PHOLAM
PIDILITIND,PIDIND
VERA,VERSYN
POLYPLEX,POLCOR
SSINFRA,SSINF
CHEMCON,CHESPE
HEXATRADEX,HEXTRA
TBZ,TRIBHI
PRAJIND,PRAIN
VSSL,VARSPE
PRAKASH,PRAIND
MTARTECH,MTATEC
SWANENERGY,SWAENE
CHROMATIC,CHRIND
SPECIALITY,SPERES
PRECOT,PREMIL
EON,EONELE
BUTTERFLY,BUTGAN
CINELINE,CININD
PRECWIRE,PREWIR
NARMADA,NARAG
RTNINDIA,RATINF
SEPOWER,SEPOW
AMTL,ADVMET
PRSMJOHNSN,PRICE
AUROPHARMA,AURPHA
PSL,PSLLIM
PUNANDLAMP,PUNANA
PUNJABTRAC,PUNTRA
PUNJABWIRE,PUNWIR
GICRE,GIC
PUNJCOMMU,PUNCO
AUTOAXLES,AUTAXL
JUBLINGREA,JUBING
EASEMYTRIP,EASTRI
