"Token","InstrumentName","ShortName","Series","ExpiryDate","StrikePrice","OptionType","CALevel","PermittedToTrade","IssueCapital","WarningQty","FreezeQty","CreditRating","NormalMarketStatus","OddLotMarketStatus","SpotMarketStatus","AuctionMarketStatus","NormalMarketEligibility","OddLotMarketEligibility","SpotMarketEligibility","AuctionMarketEligibility","IssueRate","IssueStartDate","InterestPaymentDate","IssueMaturityDate","MarginPercentage","MinimumLotQty","LotSize","TickSize","CompanyName","ListingDate","ExpulsionDate","ReAdmissionDate","RecordDate","LowPriceRange","HighPriceRange","SecurityExpiryDate","NoDeliveryStartDate","NoDeliveryEndDate","MF","AON","ParticipantInMarketIndex","BookClsStartDate","BookClsEndDate","ExcerciseStartDate","ExcerciseEndDate","OldToken","AssetInstrument","AssetName","AssetToken","IntrinsicValue","ExtrinsicValue","ExcerciseStyle","EGM","AGM","Interest","Bonus","Rights","Dividends","ExAllowed","ExRejectionAllowed","PlAllowed","IsThisAsset","IsCorpAdjusted","LocalUpdateDatetime","DeleteFlag","Remarks","BasePrice","ExchangeCode"
"8364","OPTCUR","USDINR","OPTION","26-May-2023",75.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",6.4875,7.4725,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.3075,"USDINR"
"13583","OPTCUR","USDINR","OPTION","26-May-2023",76,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",6.2375,7.2225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.515,"USDINR"
"13585","OPTCUR","USDINR","OPTION","26-May-2023",76.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",5.9875,6.9725,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.2675,"USDINR"
"13587","OPTCUR","USDINR","OPTION","26-May-2023",76.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",5.7375,6.7225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.02,"USDINR"
"13589","OPTCUR","USDINR","OPTION","26-May-2023",76.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",5.4875,6.4725,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.98,"USDINR"
"13591","OPTCUR","USDINR","OPTION","26-May-2023",77,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",5.2375,6.2225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.73,"USDINR"
"13593","OPTCUR","USDINR","OPTION","26-May-2023",77.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",4.9875,5.9725,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.48,"USDINR"
"13595","OPTCUR","USDINR","OPTION","26-May-2023",77.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",4.7375,5.7225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.23,"USDINR"
"13597","OPTCUR","USDINR","OPTION","26-May-2023",77.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",4.4875,5.4725,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.98,"USDINR"
"13599","OPTCUR","USDINR","OPTION","26-May-2023",78,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",4.2375,5.2225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.73,"USDINR"
"13601","OPTCUR","USDINR","OPTION","26-May-2023",78.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",3.9875,4.9725,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.48,"USDINR"
"13603","OPTCUR","USDINR","OPTION","26-May-2023",78.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",3.7375,4.7225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.23,"USDINR"
"13605","OPTCUR","USDINR","OPTION","26-May-2023",78.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",3.4875,4.4725,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.98,"USDINR"
"13607","OPTCUR","USDINR","OPTION","26-May-2023",79,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",3.2375,4.2225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.73,"USDINR"
"13609","OPTCUR","USDINR","OPTION","26-May-2023",79.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",2.9875,3.9725,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.48,"USDINR"
"13611","OPTCUR","USDINR","OPTION","26-May-2023",79.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",2.7375,3.7225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.23,"USDINR"
"13613","OPTCUR","USDINR","OPTION","26-May-2023",79.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",2.4875,3.4725,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.98,"USDINR"
"13615","OPTCUR","USDINR","OPTION","26-May-2023",80,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",150,1,1000,0.0025,"US Dollars","","","","",2.2375,3.2225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.73,"USDINR"
"13617","OPTCUR","USDINR","OPTION","26-May-2023",80.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",149,1,1000,0.0025,"US Dollars","","","","",1.9875,2.9725,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.48,"USDINR"
"13619","OPTCUR","USDINR","OPTION","26-May-2023",80.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.7375,2.7225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.23,"USDINR"
"13621","OPTCUR","USDINR","OPTION","26-May-2023",80.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",15,1,1000,0.0025,"US Dollars","","","","",1.4875,2.4725,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.98,"USDINR"
"13623","OPTCUR","USDINR","OPTION","26-May-2023",81,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",710,1,1000,0.0025,"US Dollars","","","","",1.2375,2.2225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.73,"USDINR"
"13625","OPTCUR","USDINR","OPTION","26-May-2023",81.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",2187,1,1000,0.0025,"US Dollars","","","","",0.9875,1.9725,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.48,"USDINR"
"13627","OPTCUR","USDINR","OPTION","26-May-2023",81.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",2284,1,1000,0.0025,"US Dollars","","","","",0.7375,1.7225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.23,"USDINR"
"13629","OPTCUR","USDINR","OPTION","26-May-2023",81.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",6035,1,1000,0.0025,"US Dollars","","","","",0.5025,1.4875,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.995,"USDINR"
"13631","OPTCUR","USDINR","OPTION","26-May-2023",82,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",16762,1,1000,0.0025,"US Dollars","","","","",0.2625,1.2425,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.7525,"USDINR"
"13633","OPTCUR","USDINR","OPTION","26-May-2023",82.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",57704,1,1000,0.0025,"US Dollars","","","","",0.02,0.98,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.5,"USDINR"
"13635","OPTCUR","USDINR","OPTION","26-May-2023",82.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",149462,1,1000,0.0025,"US Dollars","","","","",0.0025,0.655,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.25,"USDINR"
"13637","OPTCUR","USDINR","OPTION","26-May-2023",82.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",492326,1,1000,0.0025,"US Dollars","","","","",0.0025,0.2725,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0425,"USDINR"
"13639","OPTCUR","USDINR","OPTION","26-May-2023",83,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",271768,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0725,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.005,"USDINR"
"13641","OPTCUR","USDINR","OPTION","26-May-2023",83.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",101732,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0125,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"13643","OPTCUR","USDINR","OPTION","26-May-2023",83.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",71040,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"13645","OPTCUR","USDINR","OPTION","26-May-2023",83.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",49215,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13647","OPTCUR","USDINR","OPTION","26-May-2023",84,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",37873,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13649","OPTCUR","USDINR","OPTION","26-May-2023",84.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",150,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13651","OPTCUR","USDINR","OPTION","26-May-2023",84.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",100,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13653","OPTCUR","USDINR","OPTION","26-May-2023",84.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13655","OPTCUR","USDINR","OPTION","26-May-2023",85,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13657","OPTCUR","USDINR","OPTION","26-May-2023",85.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",409,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13659","OPTCUR","USDINR","OPTION","26-May-2023",85.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13661","OPTCUR","USDINR","OPTION","26-May-2023",85.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",40,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13663","OPTCUR","USDINR","OPTION","26-May-2023",86,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13665","OPTCUR","USDINR","OPTION","26-May-2023",86.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.065,"USDINR"
"13667","OPTCUR","USDINR","OPTION","26-May-2023",86.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.05,"USDINR"
"13669","OPTCUR","USDINR","OPTION","26-May-2023",86.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.04,"USDINR"
"13671","OPTCUR","USDINR","OPTION","26-May-2023",87,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0325,"USDINR"
"13673","OPTCUR","USDINR","OPTION","26-May-2023",87.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.025,"USDINR"
"13675","OPTCUR","USDINR","OPTION","26-May-2023",87.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.02,"USDINR"
"13677","OPTCUR","USDINR","OPTION","26-May-2023",87.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.015,"USDINR"
"13679","OPTCUR","USDINR","OPTION","26-May-2023",88,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0125,"USDINR"
"2262","OPTCUR","USDINR","OPTION","26-May-2023",88.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"8254","OPTCUR","USDINR","OPTION","26-May-2023",88.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0075,"USDINR"
"8675","OPTCUR","USDINR","OPTION","26-May-2023",88.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0075,"USDINR"
"8365","OPTCUR","USDINR","OPTION","26-May-2023",75.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"13584","OPTCUR","USDINR","OPTION","26-May-2023",76,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"13586","OPTCUR","USDINR","OPTION","26-May-2023",76.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"13588","OPTCUR","USDINR","OPTION","26-May-2023",76.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"13590","OPTCUR","USDINR","OPTION","26-May-2023",76.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13592","OPTCUR","USDINR","OPTION","26-May-2023",77,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",1,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13594","OPTCUR","USDINR","OPTION","26-May-2023",77.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13596","OPTCUR","USDINR","OPTION","26-May-2023",77.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13598","OPTCUR","USDINR","OPTION","26-May-2023",77.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13600","OPTCUR","USDINR","OPTION","26-May-2023",78,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13602","OPTCUR","USDINR","OPTION","26-May-2023",78.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13604","OPTCUR","USDINR","OPTION","26-May-2023",78.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13606","OPTCUR","USDINR","OPTION","26-May-2023",78.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13608","OPTCUR","USDINR","OPTION","26-May-2023",79,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13610","OPTCUR","USDINR","OPTION","26-May-2023",79.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13612","OPTCUR","USDINR","OPTION","26-May-2023",79.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13614","OPTCUR","USDINR","OPTION","26-May-2023",79.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13616","OPTCUR","USDINR","OPTION","26-May-2023",80,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",269,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13618","OPTCUR","USDINR","OPTION","26-May-2023",80.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",300,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13620","OPTCUR","USDINR","OPTION","26-May-2023",80.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",100,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13622","OPTCUR","USDINR","OPTION","26-May-2023",80.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",411,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13624","OPTCUR","USDINR","OPTION","26-May-2023",81,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",3296,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13626","OPTCUR","USDINR","OPTION","26-May-2023",81.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",1304,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13628","OPTCUR","USDINR","OPTION","26-May-2023",81.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",15330,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13630","OPTCUR","USDINR","OPTION","26-May-2023",81.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",35222,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13632","OPTCUR","USDINR","OPTION","26-May-2023",82,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",92250,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"13634","OPTCUR","USDINR","OPTION","26-May-2023",82.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",113624,1,1000,0.0025,"US Dollars","","","","",0.0025,0.015,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"13636","OPTCUR","USDINR","OPTION","26-May-2023",82.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",272566,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0925,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.005,"USDINR"
"13638","OPTCUR","USDINR","OPTION","26-May-2023",82.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",410891,1,1000,0.0025,"US Dollars","","","","",0.0025,0.3075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.045,"USDINR"
"13640","OPTCUR","USDINR","OPTION","26-May-2023",83,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",32110,1,1000,0.0025,"US Dollars","","","","",0.0025,0.6825,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.2575,"USDINR"
"13642","OPTCUR","USDINR","OPTION","26-May-2023",83.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",8078,1,1000,0.0025,"US Dollars","","","","",0.0225,0.9875,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.505,"USDINR"
"13644","OPTCUR","USDINR","OPTION","26-May-2023",83.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",9343,1,1000,0.0025,"US Dollars","","","","",0.2725,1.2525,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.7625,"USDINR"
"13646","OPTCUR","USDINR","OPTION","26-May-2023",83.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",699,1,1000,0.0025,"US Dollars","","","","",0.53,1.515,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.0225,"USDINR"
"13648","OPTCUR","USDINR","OPTION","26-May-2023",84,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",2,1,1000,0.0025,"US Dollars","","","","",0.78,1.765,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.2725,"USDINR"
"13650","OPTCUR","USDINR","OPTION","26-May-2023",84.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.03,2.015,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.5225,"USDINR"
"13652","OPTCUR","USDINR","OPTION","26-May-2023",84.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.28,2.265,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.7725,"USDINR"
"13654","OPTCUR","USDINR","OPTION","26-May-2023",84.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.53,2.515,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.0225,"USDINR"
"13656","OPTCUR","USDINR","OPTION","26-May-2023",85,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.78,2.765,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.2725,"USDINR"
